Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,gross profit,Rating
269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,20-12-2019,18:31,Cash,14.764,6.7
157-13-5295,A,Yangon,Member,Male,Health and beauty,,10,21-12-2019,18:24,Ewallet,25.97,6.5
645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,22-12-2019,18:09,Ewallet,9.314,4.1
211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,23-12-2019,15:16,Credit card,4.3525,4.9
755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,24-12-2019,17:07,Credit card,11.055,8.6
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,25-12-2019,19:26,Cash,3.305,4.3
478-06-7835,A,Yangon,Normal,,Fashion accessories,89.69,1,26-12-2019,11:20,Ewallet,4.4845,4.9
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,27-12-2019,16:49,Credit card,11.223,5.6
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,28-12-2019,12:01,Credit card,5.977,5.8
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,29-12-2019,18:37,Credit card,9.32,6
217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,30-12-2019,11:25,Cash,12.53,4.2
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,31-12-2019,18:42,Credit card,37.548,8.3
530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,01-01-2020,14:47,Cash,19.036,5.7
866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,02-01-2020,19:43,Cash,12.21,4.8
604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,03-01-2020,14:04,Ewallet,4.485,6.8
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,04-01-2020,16:11,Credit card,15.544,8.8
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,05-01-2020,19:06,Credit card,25.571,4.2
845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,06-01-2020,15:34,Ewallet,20.9475,6.4
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,07-01-2020,19:06,Credit card,17.595,8.4
883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,08-01-2020,19:44,Credit card,1.439,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,09-01-2020,11:22,Cash,4.75,5.2
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,10-01-2020,11:23,Cash,23.56,8.9
110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,11-01-2020,14:12,Cash,6.524,9
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,12-01-2020,10:46,Credit card,3.3175,9.7
729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,13-01-2020,10:16,Ewallet,7.773,8.7
151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,14-01-2020,12:38,Ewallet,6.45,6.5
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,15-01-2020,13:05,Credit card,13.188,6.9
850-41-9669,A,Yangon,Normal,Female,Electronic accessories,,9,16-01-2020,13:25,Ewallet,33.777,6.2
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,17-01-2020,14:53,Ewallet,3.29,5.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,18-01-2020,19:22,Cash,7.66,5.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,19-01-2020,11:00,Cash,11.12,4.2
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,20-01-2020,19:24,Ewallet,2.7225,7.9
253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,21-01-2020,12:43,Credit card,34.44,8.7
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,22-01-2020,17:22,Credit card,7.094,6.9
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,23-01-2020,20:55,Cash,37.3,9.5
144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,24-01-2020,16:05,Credit card,14.148,4.4
731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,25-01-2020,13:34,Ewallet,17.77,7
783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,26-01-2020,18:13,Ewallet,16.8575,6.3
687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,27-01-2020,19:17,Cash,2.112,9.7
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,28-01-2020,11:44,Credit card,9.693,8.8
633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,29-01-2020,15:51,Cash,1.203,5.1
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,30-01-2020,16:52,Ewallet,29.913,7.9
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,31-01-2020,20:52,Cash,16.7895,6.2
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,01-02-2020,17:36,Cash,10.91,7.1
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,02-02-2020,13:23,Ewallet,19.084,6.4
537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,03-02-2020,16:28,Cash,35.495,5.7
828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,04-02-2020,19:57,Credit card,22.01,9.6
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,05-02-2020,17:01,Credit card,27.984,6.4
523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37,1,06-02-2020,13:29,Credit card,1.85,7.9
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,07-02-2020,11:09,Cash,0.767,6.5
667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,08-02-2020,15:02,Ewallet,29.949,8.5
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,09-02-2020,14:21,Cash,9.534,9.1
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,10-02-2020,18:01,Cash,16.67,7.6
593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,11-02-2020,14:49,Cash,3.743,6.9
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,12-02-2020,12:02,Cash,10.6875,9.5
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,13-02-2020,13:30,Credit card,16.9785,5.2
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,14-02-2020,14:38,Cash,33.208,4.2
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,15-02-2020,17:37,Credit card,20.15,7
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,16-02-2020,17:20,Ewallet,9.7475,6
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,17-02-2020,20:29,Cash,3.124,4.7
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,18-02-2020,10:00,Cash,3.636,7.1
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,19-02-2020,11:46,Ewallet,9.055,5.9
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,20-02-2020,13:42,Cash,12.98,7.5
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,21-02-2020,14:44,Cash,5.768,6.4
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,22-02-2020,14:16,Ewallet,23.514,5.8
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,23-02-2020,15:54,Cash,12.002,4.5
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,24-02-2020,10:21,Cash,4.4305,7.7
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,25-02-2020,18:09,Credit card,9.982,6.7
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,26-02-2020,16:46,Credit card,1.9505,4.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,27-02-2020,15:31,Cash,2.4305,4.4
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,28-02-2020,17:15,Credit card,10.238,4.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,29-02-2020,12:29,Cash,5.984,8.6
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,01-03-2020,20:14,Ewallet,25.27,4.3
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,02-03-2020,13:22,Cash,14.0805,9.6
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,03-03-2020,17:09,Cash,35.516,4.1
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,04-03-2020,10:40,Ewallet,3.972,4.7
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,05-03-2020,17:43,Cash,8.191,7.8
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,06-03-2020,14:04,Cash,23.979,5.5
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,,2,07-03-2020,19:05,Ewallet,6.933,9.7
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,08-03-2020,10:08,Credit card,3.5575,4.4
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,09-03-2020,13:12,Cash,6.9975,5
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,10-03-2020,20:51,Cash,39.065,4.4
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,11-03-2020,17:29,Cash,9.937,5.2
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,12-03-2020,10:25,Cash,3.162,7.3
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,13-03-2020,11:34,Cash,18.6975,4.9
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,14-03-2020,18:58,Credit card,10.3845,8.1
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,15-03-2020,16:28,Ewallet,8.814,8.4
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,16-03-2020,20:26,Cash,10.3185,5.5
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,17-03-2020,15:08,Cash,1.971,8.4
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,18-03-2020,18:03,Ewallet,4.578,9.8
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,19-03-2020,13:21,Cash,15.4425,6.7
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,20-03-2020,12:48,Credit card,6.456,9.4
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,21-03-2020,19:53,Ewallet,19.548,6.4
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,22-03-2020,19:09,Cash,24.945,5.4
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,23-03-2020,16:30,Cash,18.852,8.6
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,24-03-2020,10:11,Credit card,10.226,4
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,25-03-2020,13:07,Cash,7.272,7.6
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,26-03-2020,18:48,Cash,9.909,6.8
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,27-03-2020,17:27,Credit card,4.935,9.1
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,28-03-2020,15:59,Cash,19.255,5.5
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,29-03-2020,11:21,Credit card,2.348,7.9
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,30-03-2020,13:48,Ewallet,3.675,8.5
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,31-03-2020,10:17,Credit card,7.1125,9.1
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,01-04-2020,15:49,Ewallet,34.38,7.5
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,02-04-2020,13:02,Cash,17.385,5.2
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,03-04-2020,12:58,Credit card,7.1475,9.5
374-17-3652,B,Mandalay,Member,Female,Food and beverages,,9,04-04-2020,15:26,Credit card,19.269,8.9
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,05-04-2020,18:23,Credit card,7.2135,7.8
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,06-04-2020,19:06,Ewallet,19.5895,8.9
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,07-04-2020,20:21,Cash,26.915,7.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,08-04-2020,16:24,Ewallet,24.2575,9.3
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,09-04-2020,15:04,Cash,6.6975,6.2
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,10-04-2020,16:10,Ewallet,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,11-04-2020,12:14,Cash,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,12-04-2020,10:13,Cash,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,13-04-2020,17:38,Cash,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,14-04-2020,11:06,Credit card,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,15-04-2020,14:53,Credit card,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,16-04-2020,18:22,Cash,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,17-04-2020,19:02,Credit card,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,18-04-2020,14:16,Cash,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,19-04-2020,15:44,Cash,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,20-04-2020,12:20,Credit card,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,21-04-2020,20:01,Credit card,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,22-04-2020,13:45,Cash,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,23-04-2020,15:40,Ewallet,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,24-04-2020,16:58,,3.7485,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,25-04-2020,11:12,Credit card,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,26-04-2020,15:12,Cash,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,27-04-2020,20:37,Ewallet,9.979,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,28-04-2020,17:44,Cash,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,29-04-2020,16:23,Cash,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,30-04-2020,12:12,Cash,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,01-05-2020,19:33,Cash,23.094,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,02-05-2020,10:29,Cash,13.188,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,03-05-2020,14:28,Cash,7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,04-05-2020,12:46,Credit card,9.675,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,,7,05-05-2020,19:40,Cash,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,06-05-2020,19:39,Credit card,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,07-05-2020,17:54,Ewallet,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,08-05-2020,12:25,Cash,12.624,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,09-05-2020,16:47,Credit card,16.7725,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,10-05-2020,12:52,Ewallet,24.175,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,11-05-2020,19:50,Credit card,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,12-05-2020,18:17,Ewallet,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,13-05-2020,17:20,Ewallet,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,14-05-2020,13:32,Credit card,4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,15-05-2020,10:37,,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,16-05-2020,14:35,Cash,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,17-05-2020,12:09,Cash,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,18-05-2020,15:32,Ewallet,14.978,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,19-05-2020,13:58,Ewallet,10.235,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,20-05-2020,13:19,Cash,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,21-05-2020,13:37,Cash,14.031,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,22-05-2020,16:49,Credit card,16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,23-05-2020,14:55,Ewallet,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,24-05-2020,14:04,Credit card,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,25-05-2020,12:31,Cash,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,26-05-2020,14:51,Cash,18.975,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,27-05-2020,18:27,Ewallet,3.841,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,28-05-2020,12:45,Credit card,26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,29-05-2020,10:36,Ewallet,3.987,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,30-05-2020,20:36,Ewallet,19.375,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,31-05-2020,14:16,Ewallet,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,01-06-2020,10:26,Cash,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,02-06-2020,13:30,Credit card,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,03-06-2020,16:28,Cash,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,04-06-2020,20:18,Credit card,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,05-06-2020,20:04,,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,06-06-2020,13:38,Ewallet,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,,5,07-06-2020,10:43,Ewallet,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,08-06-2020,17:30,Ewallet,34.2265,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,09-06-2020,15:28,Credit card,13.452,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,10-06-2020,19:07,Credit card,3.4475,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,11-06-2020,19:01,Cash,13.742,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,12-06-2020,19:48,Ewallet,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,13-06-2020,19:24,Ewallet,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,14-06-2020,13:00,Cash,17.105,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,15-06-2020,14:29,Ewallet,2.187,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,16-06-2020,13:21,Cash,5.2425,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,17-06-2020,18:55,Ewallet,3.876,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,18-06-2020,19:36,Ewallet,20.372,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,19-06-2020,16:28,Ewallet,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,20-06-2020,13:48,Credit card,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,21-06-2020,10:57,Ewallet,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,22-06-2020,17:13,Ewallet,5.722,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,23-06-2020,10:23,Cash,8.827,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,24-06-2020,13:57,Ewallet,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,25-06-2020,13:29,Cash,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,26-06-2020,13:00,Credit card,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,27-06-2020,19:42,Credit card,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,28-06-2020,15:36,Cash,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,29-06-2020,13:40,Cash,18.2745,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,30-06-2020,18:01,Cash,18.6095,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,01-07-2020,13:53,Credit card,3.1305,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,02-07-2020,17:27,Cash,16.8175,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,03-07-2020,10:53,Ewallet,45.325,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,04-07-2020,19:48,Credit card,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,05-07-2020,16:53,Ewallet,4.327,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,06-07-2020,19:14,Ewallet,7.038,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,07-07-2020,14:36,Credit card,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,08-07-2020,18:19,Credit card,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,09-07-2020,19:09,Ewallet,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,10-07-2020,16:51,Ewallet,16.586,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,11-07-2020,15:37,Credit card,10.197,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,12-07-2020,20:15,Ewallet,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,13-07-2020,14:38,Credit card,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,14-07-2020,19:25,Cash,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,15-07-2020,19:35,Credit card,35.372,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,16-07-2020,15:42,Credit card,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,17-07-2020,14:11,Ewallet,0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,18-07-2020,10:43,Cash,6.685,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,19-07-2020,17:58,Credit card,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,20-07-2020,11:26,Credit card,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,21-07-2020,17:38,Credit card,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,22-07-2020,20:07,Credit card,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,23-07-2020,11:02,Credit card,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,24-07-2020,19:07,,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,25-07-2020,18:50,Cash,6.603,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,26-07-2020,12:43,Ewallet,15.9025,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,27-07-2020,15:09,Ewallet,1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,28-07-2020,13:47,Cash,4.154,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,29-07-2020,16:59,Cash,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,30-07-2020,14:15,Credit card,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,31-07-2020,20:24,Cash,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,01-08-2020,13:58,Cash,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,02-08-2020,16:52,Credit card,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,03-08-2020,15:19,Cash,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,04-08-2020,12:25,Credit card,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,05-08-2020,10:02,Cash,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,06-08-2020,18:58,Cash,1.131,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,07-08-2020,15:31,Credit card,12.835,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,08-08-2020,11:22,Credit card,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,09-08-2020,13:12,Credit card,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,10-08-2020,18:33,Cash,11.106,4.5
